id,campaign_id,name,platform,status,objective,campaign_type,budget_type,budget_amount,spend_amount,remaining_budget,impressions,clicks,conversions,revenue,ctr,cpc,cpm,cpa,roas,likes,shares,saves,comments_count,total_engagement,engagement_rate,sentiment_score,overall_sentiment,positive_comments,neutral_comments,negative_comments,video_views,video_completion_rate,profile_visits,website_clicks,is_optimized,optimization_score,target_audience,ad_creative,campaign_settings,start_date,end_date,created_at,updated_at
209,fa_camp_0209,Revolutionizing Audience Engagement,facebook,active,engagement,demo_video,daily,2036.62,949.72,709.55,31959,2215,69,16873.41,6.93,0.43,29.72,13.76,17.77,2280,113,186,5,2584,8.09,0.24,positive,2,2,1,0,0,664,2215,false,0.59,"{""age_range"": {""min"": 22, ""max"": 63}, ""genders"": ""all"", ""locations"": [""Pretoria"", ""Johannesburg""], ""interests"": [""business"", ""marketing"", ""automation"", ""technology"", ""AI""]}","{""headline"": ""Revolutionizing Audience Engagement"", ""description"": ""Take your marketing strategy to the next level with AI-powered customer targeting. Our tools are des..."", ""call_to_action"": ""learn_more""}","{""placements"": [""feed"", ""stories"", ""reels""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""bid_cap""}",2025-05-12,,2025-06-15T21:05:27.719243,2025-06-15T21:05:27.719245
210,fa_camp_0210,Data-Driven Marketing Success,facebook,active,brand_awareness,demo_video,daily,7070.63,2523.03,2351.94,85668,1617,179,64576.17,1.89,1.56,29.45,14.1,25.59,5822,396,360,5,6583,7.68,0.35,positive,3,1,1,0,0.68,485,1617,false,0.31,"{""age_range"": {""min"": 27, ""max"": 53}, ""genders"": ""male"", ""locations"": [""Johannesburg"", ""Durban""], ""interests"": [""automation"", ""marketing"", ""technology""]}","{""headline"": ""Data-Driven Marketing Success"", ""description"": ""Unleash the potential of data with our AI-driven customer targeting solutions designed for South Afr..."", ""call_to_action"": ""contact_us""}","{""placements"": [""stories""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""bid_cap""}",2025-03-29,2025-08-06,2025-06-15T21:05:30.959853,2025-06-15T21:05:30.959855
211,fa_camp_0211,Outsmart Competition with AI: Success Stories,facebook,active,brand_awareness,testimonial_video,daily,5106.02,2534.93,2904.26,14973,651,71,25082.29,4.35,3.89,169.3,35.7,9.89,1042,81,86,5,1214,8.11,0.26,positive,2,2,1,5989,0,195,651,true,0.52,"{""age_range"": {""min"": 20, ""max"": 56}, ""genders"": ""female"", ""locations"": [""Durban"", ""Johannesburg"", ""Pretoria"", ""Cape Town""], ""interests"": [""AI"", ""automation"", ""marketing""]}","{""headline"": ""Outsmart Competition with AI: Success Stories"", ""description"": ""Discover how South African businesses are leveraging AI marketing to gain a competitive edge. From p..."", ""call_to_action"": ""get_quote""}","{""placements"": [""stories""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""cost_cap""}",2025-06-01,,2025-06-15T21:05:40.774094,2025-06-15T21:05:40.774096
212,fa_camp_0212,AI-Powered Growth: Client Testimonials,facebook,active,brand_awareness,testimonial_video,daily,8704.94,4090.01,2315.34,10842,808,55,18241.76,7.45,5.06,377.24,74.36,4.46,1162,41,28,5,1236,11.4,0.43,positive,3,1,1,0,0,242,808,true,0.55,"{""age_range"": {""min"": 23, ""max"": 46}, ""genders"": ""male"", ""locations"": [""Johannesburg"", ""Pretoria""], ""interests"": [""technology"", ""business"", ""marketing"", ""automation"", ""AI""]}","{""headline"": ""AI-Powered Growth: Client Testimonials"", ""description"": ""Hear directly from South African businesses that have harnessed the power of AI marketing to outsmar..."", ""call_to_action"": ""contact_us""}","{""placements"": [""reels"", ""stories""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""cost_cap""}",2025-05-24,2025-07-26,2025-06-15T21:05:43.613809,2025-06-15T21:05:43.613812
213,fa_camp_0213,Innovative Solutions: Real Stories from South Africa,facebook,active,traffic,testimonial_video,daily,4455.75,3224.6,2997.08,77472,4265,450,51082.84,5.51,0.76,41.62,7.17,15.84,8504,461,247,5,9217,11.9,0.26,positive,2,2,1,0,0,1279,4265,false,0.79,"{""age_range"": {""min"": 21, ""max"": 61}, ""genders"": ""all"", ""locations"": [""Johannesburg"", ""Durban"", ""Cape Town""], ""interests"": [""marketing"", ""automation"", ""AI"", ""technology"", ""business""]}","{""headline"": ""Innovative Solutions: Real Stories from South Africa"", ""description"": ""Join us on a journey through South Africa's vibrant business landscape as we showcase testimonials f..."", ""call_to_action"": ""sign_up""}","{""placements"": [""stories"", ""feed""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""cost_cap""}",2025-03-20,,2025-06-15T21:05:46.478574,2025-06-15T21:05:46.478577
214,fa_camp_0214,Winning with AI: Testimonials from Trailblazers,facebook,completed,conversions,testimonial_video,daily,10826.96,4223.13,3686.08,34992,1016,123,33420.44,2.9,4.16,120.69,34.33,7.91,4331,193,74,5,4603,13.15,0.29,positive,2,2,1,13996,0.78,304,1016,true,0.52,"{""age_range"": {""min"": 25, ""max"": 47}, ""genders"": ""all"", ""locations"": [""Durban"", ""Cape Town"", ""Pretoria"", ""Johannesburg""], ""interests"": [""technology"", ""marketing"", ""automation""]}","{""headline"": ""Winning with AI: Testimonials from Trailblazers"", ""description"": ""Listen to trailblazing South African businesses share their stories of triumph with AI marketing. Fr..."", ""call_to_action"": ""learn_more""}","{""placements"": [""reels""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""cost_cap""}",2025-06-05,2025-07-11,2025-06-15T21:05:50.042982,2025-06-15T21:05:50.042985
215,fa_camp_0215,AI Success Stories: Outshining Competitors,facebook,paused,conversions,testimonial_video,daily,499.15,286.32,384.94,10846,779,41,3117.6,7.18,0.37,26.4,6.98,10.89,684,56,40,5,785,7.24,0.23,positive,3,0,2,0,0.72,233,779,false,0.36,"{""age_range"": {""min"": 22, ""max"": 64}, ""genders"": ""female"", ""locations"": [""Cape Town"", ""Pretoria"", ""Durban"", ""Johannesburg""], ""interests"": [""automation"", ""AI"", ""technology"", ""business"", ""marketing""]}","{""headline"": ""AI Success Stories: Outshining Competitors"", ""description"": ""Explore the inspiring success stories of businesses in South Africa that have embraced AI marketing ..."", ""call_to_action"": ""get_quote""}","{""placements"": [""feed"", ""reels""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""bid_cap""}",2025-05-08,,2025-06-15T21:05:56.197561,2025-06-15T21:05:56.197563
216,fa_camp_0216,Unleash the Power of AI,facebook,active,brand_awareness,video_ad,daily,10908.0,4373.28,4615.04,20950,787,92,30283.67,3.76,5.56,208.75,47.54,6.92,1901,110,63,5,2079,9.92,0.27,positive,2,2,1,8380,0.3,236,787,false,0.87,"{""age_range"": {""min"": 28, ""max"": 58}, ""genders"": ""male"", ""locations"": [""Cape Town"", ""Pretoria"", ""Durban"", ""Johannesburg""], ""interests"": [""technology"", ""business"", ""AI""]}","{""headline"": ""Unleash the Power of AI"", ""description"": ""Discover how AI marketing can revolutionize your South African business. With intelligent data analy..."", ""call_to_action"": ""sign_up""}","{""placements"": [""stories""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""cost_cap""}",2025-05-12,,2025-06-15T21:06:05.003245,2025-06-15T21:06:05.003247
217,fa_camp_0217,AI: Your Marketing Assistant,facebook,active,conversions,video_ad,daily,7042.79,2897.7,4703.38,18532,1103,33,6901.32,5.95,2.63,156.36,87.81,2.38,1419,132,83,5,1639,8.84,0.43,positive,3,1,1,0,0.76,330,1103,true,0.4,"{""age_range"": {""min"": 33, ""max"": 60}, ""genders"": ""all"", ""locations"": [""Durban"", ""Cape Town"", ""Johannesburg"", ""Pretoria""], ""interests"": [""automation"", ""marketing"", ""technology"", ""AI"", ""business""]}","{""headline"": ""AI: Your Marketing Assistant"", ""description"": ""Imagine having a marketing assistant that never sleeps! AI technology allows South African businesse..."", ""call_to_action"": ""learn_more""}","{""placements"": [""reels"", ""stories""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""bid_cap""}",2025-03-29,,2025-06-15T21:06:07.689272,2025-06-15T21:06:07.689275
218,fa_camp_0218,Transform Your Strategy with AI,facebook,active,traffic,video_ad,daily,6095.52,4679.96,8149.91,19403,1425,106,37396.92,7.34,3.28,241.2,44.15,7.99,1442,139,86,5,1672,8.62,0.39,positive,3,1,1,7761,0.66,427,1425,false,0.4,"{""age_range"": {""min"": 33, ""max"": 62}, ""genders"": ""male"", ""locations"": [""Durban"", ""Johannesburg"", ""Cape Town""], ""interests"": [""AI"", ""automation"", ""business"", ""technology"", ""marketing""]}","{""headline"": ""Transform Your Strategy with AI"", ""description"": ""Is your marketing strategy stuck in the past? It\u2019s time to embrace AI. From predictive analytics to ..."", ""call_to_action"": ""get_quote""}","{""placements"": [""feed"", ""reels"", ""stories""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""lowest_cost""}",2025-06-11,,2025-06-15T21:06:10.516647,2025-06-15T21:06:10.516649
219,fa_camp_0219,Revolutionize Your Customer Experience,facebook,completed,conversions,video_ad,daily,9165.08,3374.66,478.21,15898,948,118,56503.48,5.96,3.56,212.27,28.6,16.74,1327,63,53,5,1448,9.11,0.35,positive,2,2,1,6359,0.77,284,948,false,0.86,"{""age_range"": {""min"": 34, ""max"": 45}, ""genders"": ""all"", ""locations"": [""Johannesburg"", ""Cape Town"", ""Pretoria""], ""interests"": [""technology"", ""automation"", ""marketing""]}","{""headline"": ""Revolutionize Your Customer Experience"", ""description"": ""AI is reshaping how South African businesses connect with customers. By utilizing AI-driven insights..."", ""call_to_action"": ""get_quote""}","{""placements"": [""stories"", ""reels""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""lowest_cost""}",2025-04-02,,2025-06-15T21:06:13.075695,2025-06-15T21:06:13.075697
220,fa_camp_0220,Data-Driven Marketing with AI,facebook,active,traffic,video_ad,daily,6827.66,4007.42,3406.91,16051,776,31,7358.21,4.83,5.16,249.67,129.27,1.84,1740,84,67,5,1896,11.81,0.37,positive,3,1,1,0,0,232,776,true,0.59,"{""age_range"": {""min"": 30, ""max"": 64}, ""genders"": ""female"", ""locations"": [""Pretoria"", ""Cape Town""], ""interests"": [""AI"", ""technology"", ""marketing"", ""automation""]}","{""headline"": ""Data-Driven Marketing with AI"", ""description"": ""In the digital age, data is king! AI helps South African businesses harness the power of data for sm..."", ""call_to_action"": ""sign_up""}","{""placements"": [""stories""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""lowest_cost""}",2025-05-03,,2025-06-15T21:06:15.839765,2025-06-15T21:06:15.839768
221,fa_camp_0221,Unlocking Growth with AI,facebook,active,engagement,carousel_post,daily,10023.77,4982.07,9128.37,76759,3117,253,105862.66,4.06,1.6,64.91,19.69,21.25,6133,504,437,5,7079,9.22,0.29,positive,2,2,1,30703,0.42,935,3117,true,0.89,"{""age_range"": {""min"": 24, ""max"": 46}, ""genders"": ""male"", ""locations"": [""Pretoria"", ""Durban"", ""Cape Town"", ""Johannesburg""], ""interests"": [""automation"", ""technology"", ""business"", ""AI"", ""marketing""]}","{""headline"": ""Unlocking Growth with AI"", ""description"": ""Harness the power of AI-driven lead generation to elevate your South African business. Our innovativ..."", ""call_to_action"": ""get_quote""}","{""placements"": [""stories"", ""feed"", ""reels""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""lowest_cost""}",2025-04-19,,2025-06-15T21:06:27.142532,2025-06-15T21:06:27.142534
222,fa_camp_0222,Revolutionize Your Marketing Strategy,facebook,active,brand_awareness,carousel_post,daily,10330.7,3694.95,6617.05,81285,1718,177,55293.31,2.11,2.15,45.46,20.88,14.96,7244,348,361,5,7958,9.79,0.4,positive,3,1,1,32514,0.64,515,1718,false,0.65,"{""age_range"": {""min"": 24, ""max"": 50}, ""genders"": ""all"", ""locations"": [""Pretoria"", ""Durban""], ""interests"": [""technology"", ""business"", ""AI"", ""marketing"", ""automation""]}","{""headline"": ""Revolutionize Your Marketing Strategy"", ""description"": ""Transform your approach to customer acquisition with AI-driven insights tailored for South African b..."", ""call_to_action"": ""contact_us""}","{""placements"": [""reels""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""bid_cap""}",2025-03-20,,2025-06-15T21:06:30.998683,2025-06-15T21:06:30.998686
223,fa_camp_0223,AI-Powered Success Stories,facebook,active,brand_awareness,carousel_post,daily,3203.1,1722.48,1236.08,76514,1155,88,10726.24,1.51,1.49,22.51,19.57,6.23,9260,520,370,5,10155,13.27,0.37,positive,3,1,1,30605,0.56,346,1155,false,0.53,"{""age_range"": {""min"": 34, ""max"": 59}, ""genders"": ""female"", ""locations"": [""Durban"", ""Pretoria""], ""interests"": [""automation"", ""technology"", ""AI"", ""business""]}","{""headline"": ""AI-Powered Success Stories"", ""description"": ""Join the ranks of successful South African businesses leveraging AI for lead generation. Discover ca..."", ""call_to_action"": ""learn_more""}","{""placements"": [""feed""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""cost_cap""}",2025-06-02,,2025-06-15T21:06:33.555305,2025-06-15T21:06:33.555308
224,fa_camp_0224,"Smart Leads, Smart Business",facebook,active,traffic,carousel_post,daily,1858.91,674.21,370.5,13728,428,24,3765.09,3.12,1.58,49.11,28.09,5.58,1464,108,28,5,1605,11.69,0.22,positive,3,0,2,0,0.48,128,428,false,0.72,"{""age_range"": {""min"": 30, ""max"": 48}, ""genders"": ""all"", ""locations"": [""Durban"", ""Johannesburg""], ""interests"": [""AI"", ""marketing"", ""business"", ""technology""]}","{""headline"": ""Smart Leads, Smart Business"", ""description"": ""In today\u2019s competitive market, the key to success lies in smart lead generation. Our AI solutions pr..."", ""call_to_action"": ""contact_us""}","{""placements"": [""feed""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""cost_cap""}",2025-04-05,2025-06-21,2025-06-15T21:06:36.425372,2025-06-15T21:06:36.425375
225,fa_camp_0225,AI: Your Marketing Ally,facebook,active,engagement,carousel_post,daily,7913.1,3642.36,2084.79,70664,3377,503,150433.23,4.78,1.08,51.54,7.24,41.3,7017,490,276,5,7788,11.02,0.19,neutral,2,1,2,28265,0.66,1013,3377,false,0.85,"{""age_range"": {""min"": 30, ""max"": 59}, ""genders"": ""female"", ""locations"": [""Cape Town"", ""Pretoria"", ""Johannesburg"", ""Durban""], ""interests"": [""automation"", ""AI"", ""business""]}","{""headline"": ""AI: Your Marketing Ally"", ""description"": ""Embrace AI as your new marketing ally. Tailored for South African businesses, our tools help you sea..."", ""call_to_action"": ""contact_us""}","{""placements"": [""stories""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""lowest_cost""}",2025-05-07,,2025-06-15T21:06:39.427911,2025-06-15T21:06:39.427914
226,fa_camp_0226,"Smart Leads, Smart Business",facebook,paused,traffic,demo_video,daily,2867.65,1741.6,952.41,55521,4413,286,140510.45,7.95,0.39,31.37,6.09,80.68,5833,203,257,5,6298,11.34,0.35,positive,2,2,1,22208,0.64,1323,4413,false,0.39,"{""age_range"": {""min"": 27, ""max"": 56}, ""genders"": ""all"", ""locations"": [""Pretoria"", ""Durban""], ""interests"": [""automation"", ""technology"", ""business"", ""marketing""]}","{""headline"": ""Smart Leads, Smart Business"", ""description"": ""Unlock the potential of your business with AI-driven lead generation! Our innovative technology anal..."", ""call_to_action"": ""learn_more""}","{""placements"": [""feed"", ""stories""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""lowest_cost""}",2025-04-16,,2025-06-15T21:06:48.658949,2025-06-15T21:06:48.658951
227,fa_camp_0227,AI Success Stories,facebook,active,conversions,demo_video,daily,3115.85,1859.14,664.8,12933,496,22,9289.25,3.84,3.75,143.75,84.51,5.0,871,66,62,5,1004,7.76,0.37,positive,3,1,1,5173,0,148,496,false,0.76,"{""age_range"": {""min"": 19, ""max"": 56}, ""genders"": ""all"", ""locations"": [""Durban"", ""Johannesburg"", ""Cape Town""], ""interests"": [""AI"", ""business"", ""marketing"", ""technology""]}","{""headline"": ""AI Success Stories"", ""description"": ""Discover how South African businesses are transforming their sales strategies with AI-driven lead ge..."", ""call_to_action"": ""sign_up""}","{""placements"": [""feed"", ""reels""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""cost_cap""}",2025-04-12,,2025-06-15T21:06:52.063895,2025-06-15T21:06:52.063897
228,fa_camp_0228,Revolutionizing Your Sales Funnel,facebook,active,conversions,demo_video,daily,5236.37,1843.9,2705.05,68923,3062,337,168111.08,4.44,0.6,26.75,5.47,91.17,5307,348,188,5,5848,8.48,0.4,positive,3,1,1,27569,0,918,3062,false,0.89,"{""age_range"": {""min"": 31, ""max"": 56}, ""genders"": ""male"", ""locations"": [""Cape Town"", ""Pretoria""], ""interests"": [""automation"", ""AI"", ""marketing"", ""technology"", ""business""]}","{""headline"": ""Revolutionizing Your Sales Funnel"", ""description"": ""Are you struggling to fill your sales funnel? Our AI-driven lead generation platform is here to revo..."", ""call_to_action"": ""learn_more""}","{""placements"": [""reels"", ""stories"", ""feed""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""cost_cap""}",2025-05-14,2025-06-26,2025-06-15T21:06:54.300463,2025-06-15T21:06:54.300465
229,fa_camp_0229,"Targeted Leads, Increased Revenue",facebook,active,engagement,demo_video,daily,10217.36,4367.59,5372.88,24347,1100,75,22741.72,4.52,3.97,179.39,58.23,5.21,1681,95,86,5,1867,7.67,0.36,positive,3,1,1,9738,0,330,1100,false,0.84,"{""age_range"": {""min"": 24, ""max"": 61}, ""genders"": ""female"", ""locations"": [""Cape Town"", ""Durban""], ""interests"": [""technology"", ""automation"", ""business"", ""marketing"", ""AI""]}","{""headline"": ""Targeted Leads, Increased Revenue"", ""description"": ""Take your marketing to the next level with AI-driven lead generation. Our demo video highlights the ..."", ""call_to_action"": ""contact_us""}","{""placements"": [""feed""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""cost_cap""}",2025-05-12,2025-07-26,2025-06-15T21:06:59.275196,2025-06-15T21:06:59.275198
230,fa_camp_0230,AI-Powered Marketing Solutions,facebook,active,brand_awareness,demo_video,daily,6254.42,2688.72,4017.58,70604,2234,152,12829.34,3.16,1.2,38.08,17.69,4.77,8574,295,345,5,9219,13.06,0.47,positive,4,1,0,0,0,670,2234,false,0.79,"{""age_range"": {""min"": 23, ""max"": 48}, ""genders"": ""male"", ""locations"": [""Cape Town"", ""Durban"", ""Johannesburg"", ""Pretoria""], ""interests"": [""automation"", ""technology"", ""marketing""]}","{""headline"": ""AI-Powered Marketing Solutions"", ""description"": ""Join the ranks of successful South African businesses that leverage AI-driven lead generation to gro..."", ""call_to_action"": ""sign_up""}","{""placements"": [""feed"", ""reels"", ""stories""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""cost_cap""}",2025-05-13,,2025-06-15T21:07:02.128293,2025-06-15T21:07:02.128295
231,fa_camp_0231,Transforming Retail with AI,facebook,paused,engagement,video_ad,daily,6880.85,2963.15,1310.78,30338,454,50,19610.18,1.5,6.53,97.67,59.26,6.62,3112,149,87,5,3353,11.05,0.29,positive,2,2,1,12135,0.38,136,454,false,0.66,"{""age_range"": {""min"": 19, ""max"": 59}, ""genders"": ""all"", ""locations"": [""Durban"", ""Pretoria"", ""Johannesburg"", ""Cape Town""], ""interests"": [""business"", ""AI"", ""technology""]}","{""headline"": ""Transforming Retail with AI"", ""description"": ""Discover how South African retailers are leveraging AI marketing to enhance customer experiences and..."", ""call_to_action"": ""get_quote""}","{""placements"": [""feed""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""lowest_cost""}",2025-03-17,2025-06-26,2025-06-15T21:07:11.743346,2025-06-15T21:07:11.743352
232,fa_camp_0232,AI-Driven Customer Insights,facebook,active,brand_awareness,video_ad,daily,204.55,125.59,239.13,20876,900,55,22766.08,4.31,0.14,6.02,2.28,181.27,1575,135,103,5,1818,8.71,0.37,positive,3,1,1,8350,0,270,900,true,0.55,"{""age_range"": {""min"": 27, ""max"": 48}, ""genders"": ""female"", ""locations"": [""Cape Town"", ""Johannesburg"", ""Durban"", ""Pretoria""], ""interests"": [""technology"", ""AI"", ""business"", ""marketing"", ""automation""]}","{""headline"": ""AI-Driven Customer Insights"", ""description"": ""Unlock the power of AI in understanding your customers better. This campaign highlights South Africa..."", ""call_to_action"": ""learn_more""}","{""placements"": [""feed"", ""reels"", ""stories""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""lowest_cost""}",2025-04-15,2025-08-14,2025-06-15T21:07:15.072960,2025-06-15T21:07:15.072963
233,fa_camp_0233,Boosting Hospitality with AI,facebook,paused,conversions,video_ad,daily,5970.03,4357.46,2540.07,14049,585,33,10850.7,4.16,7.45,310.16,132.04,2.49,962,116,73,5,1156,8.23,0.43,positive,3,1,1,0,0,175,585,true,0.41,"{""age_range"": {""min"": 30, ""max"": 58}, ""genders"": ""female"", ""locations"": [""Pretoria"", ""Cape Town"", ""Johannesburg""], ""interests"": [""technology"", ""AI"", ""marketing"", ""automation""]}","{""headline"": ""Boosting Hospitality with AI"", ""description"": ""Explore the impact of AI marketing on the South African hospitality industry. In this engaging video..."", ""call_to_action"": ""get_quote""}","{""placements"": [""stories""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""lowest_cost""}",2025-05-17,,2025-06-15T21:07:17.745787,2025-06-15T21:07:17.745790
234,fa_camp_0234,AI for Small Businesses,facebook,active,engagement,video_ad,daily,13461.55,4740.02,5220.09,40559,2342,177,21539.39,5.77,2.02,116.87,26.78,4.54,3602,128,220,5,3955,9.75,0.14,neutral,2,1,2,0,0.41,702,2342,false,0.86,"{""age_range"": {""min"": 29, ""max"": 64}, ""genders"": ""all"", ""locations"": [""Pretoria"", ""Durban"", ""Johannesburg"", ""Cape Town""], ""interests"": [""automation"", ""business"", ""marketing"", ""AI"", ""technology""]}","{""headline"": ""AI for Small Businesses"", ""description"": ""Small businesses in South Africa are stepping into the future with AI marketing strategies! This vid..."", ""call_to_action"": ""contact_us""}","{""placements"": [""feed""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""lowest_cost""}",2025-03-20,2025-08-13,2025-06-15T21:07:21.068747,2025-06-15T21:07:21.068750
235,fa_camp_0235,Innovating Education with AI,facebook,active,traffic,video_ad,daily,8220.68,3895.81,6139.26,68730,3352,423,28235.45,4.88,1.16,56.68,9.21,7.25,4622,347,323,5,5297,7.71,0.23,positive,2,1,2,27492,0.71,1005,3352,false,0.87,"{""age_range"": {""min"": 34, ""max"": 48}, ""genders"": ""male"", ""locations"": [""Johannesburg"", ""Cape Town"", ""Durban"", ""Pretoria""], ""interests"": [""automation"", ""technology"", ""marketing"", ""business""]}","{""headline"": ""Innovating Education with AI"", ""description"": ""Join us as we delve into the education sector and how AI marketing is transforming the way South Afr..."", ""call_to_action"": ""sign_up""}","{""placements"": [""stories""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""cost_cap""}",2025-03-24,,2025-06-15T21:07:23.759454,2025-06-15T21:07:23.759458
236,fa_camp_0236,Precision Targeting with AI,facebook,active,traffic,video_ad,daily,8385.7,4111.55,5681.51,35687,1956,98,36928.84,5.48,2.1,115.21,41.95,8.98,3567,180,195,5,3947,11.06,0.35,positive,2,2,1,14274,0.43,586,1956,true,0.37,"{""age_range"": {""min"": 23, ""max"": 54}, ""genders"": ""female"", ""locations"": [""Cape Town"", ""Durban""], ""interests"": [""marketing"", ""business"", ""technology""]}","{""headline"": ""Precision Targeting with AI"", ""description"": ""Unlock the power of AI to elevate your marketing strategy! Our AI-Powered Customer Targeting tool he..."", ""call_to_action"": ""sign_up""}","{""placements"": [""stories""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""lowest_cost""}",2025-04-02,2025-06-25,2025-06-15T21:07:35.320776,2025-06-15T21:07:35.320779
237,fa_camp_0237,AI Insights for Smart Marketing,facebook,paused,traffic,video_ad,daily,6466.0,4593.75,4225.32,82444,6545,787,240890.63,7.94,0.7,55.72,5.84,52.44,5739,387,396,5,6527,7.92,0.4,positive,4,0,1,32977,0.67,1963,6545,true,0.52,"{""age_range"": {""min"": 29, ""max"": 65}, ""genders"": ""female"", ""locations"": [""Johannesburg"", ""Durban"", ""Cape Town""], ""interests"": [""technology"", ""AI"", ""business"", ""marketing"", ""automation""]}","{""headline"": ""AI Insights for Smart Marketing"", ""description"": ""In the dynamic South African market, staying ahead is crucial. Our AI-Powered Customer Targeting sol..."", ""call_to_action"": ""sign_up""}","{""placements"": [""reels"", ""feed"", ""stories""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""bid_cap""}",2025-06-07,2025-07-17,2025-06-15T21:07:38.070045,2025-06-15T21:07:38.070049
238,fa_camp_0238,Revolutionize Your Marketing Strategy,facebook,paused,brand_awareness,video_ad,daily,8934.8,3699.19,5945.57,49126,3903,182,18656.09,7.94,0.95,75.3,20.33,5.04,3410,341,181,5,3937,8.01,0.35,positive,2,2,1,19650,0,1170,3903,false,0.77,"{""age_range"": {""min"": 24, ""max"": 45}, ""genders"": ""female"", ""locations"": [""Pretoria"", ""Johannesburg"", ""Durban"", ""Cape Town""], ""interests"": [""business"", ""technology"", ""AI""]}","{""headline"": ""Revolutionize Your Marketing Strategy"", ""description"": ""Are you ready to revolutionize your marketing strategy? With AI-Powered Customer Targeting, South Af..."", ""call_to_action"": ""learn_more""}","{""placements"": [""feed"", ""reels""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""lowest_cost""}",2025-05-29,2025-07-18,2025-06-15T21:07:41.147041,2025-06-15T21:07:41.147044
239,fa_camp_0239,Target the Right Customers with AI,facebook,active,traffic,video_ad,daily,3095.01,2541.14,1329.25,67184,3692,122,17158.23,5.5,0.69,37.82,20.83,6.75,6674,365,365,5,7409,11.03,0.35,positive,3,1,1,26873,0,1107,3692,false,0.78,"{""age_range"": {""min"": 18, ""max"": 57}, ""genders"": ""all"", ""locations"": [""Johannesburg"", ""Cape Town"", ""Pretoria""], ""interests"": [""business"", ""AI"", ""technology"", ""automation""]}","{""headline"": ""Target the Right Customers with AI"", ""description"": ""Targeting the right customers has never been easier! Our AI-Powered Customer Targeting service enabl..."", ""call_to_action"": ""contact_us""}","{""placements"": [""feed""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""cost_cap""}",2025-04-29,,2025-06-15T21:07:43.425713,2025-06-15T21:07:43.425715
